μ子数据
开始时间,19:03:09
20241215 19:12:33,1.25
20241215 19:12:33,0.62
20241215 19:12:33,0.66
20241215 19:12:34,0.19
20241215 19:12:34,2.29
20241215 19:12:34,0.14
20241215 19:12:34,0.61
20241215 19:12:34,2.12
20241215 19:12:34,0.27
20241215 19:12:34,1.34
20241215 19:12:34,0.83
20241215 19:12:34,0.29
20241215 19:12:34,6.38
20241215 19:12:34,5.44
20241215 19:12:34,6.91
20241215 19:12:34,1.32
20241215 19:12:34,0.69
20241215 19:12:34,0.36
20241215 19:12:34,0.32
20241215 19:12:34,5.61
20241215 19:12:34,4.94
20241215 19:12:34,0.94
20241215 19:12:35,0.91
20241215 19:12:35,3.09
20241215 19:12:35,0.2
20241215 19:12:35,2.73
20241215 19:12:35,3.17
20241215 19:12:35,0.37
20241215 19:12:35,2.85
20241215 19:12:35,9.06
20241215 19:12:35,2.68
20241215 19:12:35,4.37
20241215 19:12:35,1.34
20241215 19:12:35,3.32
20241215 19:12:35,0.72
20241215 19:12:35,0.1
20241215 19:12:35,1.83
20241215 19:12:36,2.65
20241215 19:12:36,0.58
20241215 19:12:36,0.96
20241215 19:12:36,3.24
20241215 19:12:36,0.95
20241215 19:12:36,1.54
20241215 19:12:36,2.28
20241215 19:12:36,1.86
20241215 19:12:36,3.77
20241215 19:12:36,6.03
20241215 19:12:36,0.91
20241215 19:12:36,0.97
20241215 19:12:36,2.68
20241215 19:12:36,0.45
20241215 19:12:36,3.39
20241215 19:12:37,0.36
20241215 19:12:37,2.72
20241215 19:12:37,2.42
20241215 19:12:37,1
20241215 19:12:37,2.02
20241215 19:12:37,3.58
20241215 19:12:37,0.77
20241215 19:12:37,0.34
20241215 19:12:37,0.35
20241215 19:12:37,2.58
20241215 19:12:37,1.08
20241215 19:12:37,2.12
20241215 19:12:37,3.77
20241215 19:12:37,3.39
20241215 19:12:37,7.68
20241215 19:12:37,0.66
20241215 19:12:38,8.25
20241215 19:12:38,3.44
20241215 19:12:38,0.62
20241215 19:12:38,0.2
20241215 19:12:38,11.2
20241215 19:12:38,3.36
20241215 19:12:38,0.33
20241215 19:12:38,2.71
20241215 19:12:38,6.7
20241215 19:12:38,3.53
20241215 19:12:38,0.16
20241215 19:12:38,0.49
20241215 19:12:38,0.54
20241215 19:12:38,3.72
20241215 19:12:38,1.69
20241215 19:12:38,2.76
20241215 19:12:38,0.34
20241215 19:12:38,4.22
20241215 19:12:38,0.99
20241215 19:12:39,3.92
20241215 19:12:39,4.85
20241215 19:12:39,0.77
20241215 19:12:39,1.69
20241215 19:12:39,2.72
20241215 19:12:39,4.22
20241215 19:12:39,4.18
20241215 19:12:39,3.94
20241215 19:12:39,4.83
20241215 19:12:39,2.23
20241215 19:12:39,12.81
20241215 19:12:39,2.47
20241215 19:12:39,2.24
20241215 19:12:40,1.23
20241215 19:12:40,7.83
20241215 19:12:40,1.42
20241215 19:12:40,2.89
20241215 19:12:40,6.42
20241215 19:12:40,4.2
20241215 19:12:40,1
20241215 19:12:40,0.57
20241215 19:12:40,1.16
20241215 19:12:40,1.79
20241215 19:12:40,0.48
20241215 19:12:40,0.76
20241215 19:12:40,4.39
20241215 19:12:40,7.12
20241215 19:12:40,6
20241215 19:12:40,0.16
20241215 19:12:40,1.43
20241215 19:12:40,0.57
20241215 19:12:41,4.21
20241215 19:12:41,0.22
20241215 19:12:41,0.12
20241215 19:12:41,7.04
20241215 19:12:41,3.84
20241215 19:12:41,0.18
20241215 19:12:41,0.35
20241215 19:12:41,9.68
20241215 19:12:41,7.45
20241215 19:12:41,1.07
20241215 19:12:41,2.89
20241215 19:12:41,4.4
20241215 19:12:41,4.01
20241215 19:12:41,4.52
20241215 19:12:41,0.13
20241215 19:12:41,5.08
20241215 19:12:41,0.34
20241215 19:12:41,0.79
20241215 19:12:41,7.42
20241215 19:12:42,0.25
20241215 19:12:42,0.11
20241215 19:12:42,6.28
20241215 19:12:42,0.23
20241215 19:12:42,1.61
20241215 19:12:42,1.54
20241215 19:12:42,0.8
20241215 19:12:42,2.67
20241215 19:12:42,0.52
20241215 19:12:42,1.42
20241215 19:12:42,1.74
20241215 19:12:42,0.41
20241215 19:12:42,0.13
20241215 19:12:42,7.15
20241215 19:12:42,0.6
20241215 19:12:42,1.67
20241215 19:12:43,2.19
20241215 19:12:43,2.42
20241215 19:12:43,1.73
20241215 19:12:43,2.23
20241215 19:12:43,2.2
20241215 19:12:43,0.78
20241215 19:12:43,0.88
20241215 19:12:43,1.73
20241215 19:12:43,3.95
20241215 19:12:43,1.63
20241215 19:12:43,2.53
20241215 19:12:43,2.78
20241215 19:12:43,2.5
20241215 19:12:43,2.12
20241215 19:12:43,0.53
20241215 19:12:43,0.58
20241215 19:12:43,1.23
20241215 19:12:44,1.2
20241215 19:12:44,0.1
20241215 19:12:44,0.34
20241215 19:12:44,3.01
20241215 19:12:44,1.25
20241215 19:12:44,1.07
20241215 19:12:44,4.46
20241215 19:12:44,2.46
20241215 19:12:44,5.11
20241215 19:12:44,2.07
20241215 19:12:44,0.26
20241215 19:12:44,0.79
20241215 19:12:44,2.26
20241215 19:12:44,1.49
20241215 19:12:44,0.22
20241215 19:12:44,1.38
20241215 19:12:44,8.97
20241215 19:12:44,0.27
20241215 19:12:44,1.11
20241215 19:12:44,1.1
20241215 19:12:45,1.94
20241215 19:12:45,7.28
20241215 19:12:45,1.48
20241215 19:12:45,2.81
20241215 19:12:45,1.11
20241215 19:12:45,1.63
20241215 19:12:45,2.38
20241215 19:12:45,0.83
20241215 19:12:45,1.99
20241215 19:12:45,0.4
20241215 19:12:45,2.66
20241215 19:12:45,0.24
20241215 19:12:45,8.95
20241215 19:12:45,1.18
20241215 19:12:45,2.87
20241215 19:12:45,2.12
20241215 19:12:45,5.58
20241215 19:12:45,3.7
20241215 19:12:45,3.84
20241215 19:12:46,1
20241215 19:12:46,0.97
20241215 19:12:46,2.84
20241215 19:12:46,2.7
20241215 19:12:46,3.48
20241215 19:12:46,0.42
20241215 19:12:46,0.94
20241215 19:12:46,2.13
20241215 19:12:46,5.59
20241215 19:12:46,0.96
20241215 19:12:46,1.57
20241215 19:12:46,2.01
20241215 19:12:46,0.45
20241215 19:12:46,0.19
20241215 19:12:46,7.44
20241215 19:12:46,4.57
20241215 19:12:46,1.28
20241215 19:12:46,3.44
20241215 19:12:47,0.48
20241215 19:12:47,4.76
20241215 19:12:47,7.92
20241215 19:12:47,1.63
20241215 19:12:47,3.09
20241215 19:12:47,7.73
20241215 19:12:47,2.07
20241215 19:12:47,0.93
20241215 19:12:47,0.52
20241215 19:12:47,1.12
20241215 19:12:47,6.04
20241215 19:12:47,2.26
20241215 19:12:47,6.57
20241215 19:12:47,0.33
20241215 19:12:47,3.94
20241215 19:12:47,1.57
20241215 19:12:47,2.31
20241215 19:12:48,0.92
20241215 19:12:48,1.14
20241215 19:12:48,2.87
20241215 19:12:48,2.66
20241215 19:12:48,1.88
20241215 19:12:48,8.57
20241215 19:12:48,4.08
20241215 19:12:48,3.14
20241215 19:12:48,1.73
20241215 19:12:48,1.52
20241215 19:12:48,1.21
20241215 19:12:48,3.11
20241215 19:12:48,1.36
20241215 19:12:48,0.25
20241215 19:12:48,2.23
20241215 19:12:48,1.15
20241215 19:12:49,6.18
20241215 19:12:49,0.66
20241215 19:12:49,1.5
20241215 19:12:49,2.59
20241215 19:12:49,3.81
20241215 19:12:49,1.41
20241215 19:12:49,2.19
20241215 19:12:49,0.89
20241215 19:12:49,2.25
20241215 19:12:49,0.29
20241215 19:12:49,0.42
20241215 19:12:49,0.13
20241215 19:12:49,1
20241215 19:12:49,0.34
20241215 19:12:49,0.77
20241215 19:12:50,0.59
20241215 19:12:50,0.35
20241215 19:12:50,3.55
20241215 19:12:50,1.43
20241215 19:12:50,0.79
20241215 19:12:50,2.4
20241215 19:12:50,1.56
20241215 19:12:50,1.33
20241215 19:12:50,0.92
20241215 19:12:50,2.56
20241215 19:12:50,5.15
20241215 19:12:50,1.75
20241215 19:12:50,2.74
20241215 19:12:50,7.51
20241215 19:12:50,4.43
20241215 19:12:50,0.77
20241215 19:12:50,3.68
20241215 19:12:50,1.45
20241215 19:12:50,0.66
20241215 19:12:51,0.92
20241215 19:12:51,1.94
20241215 19:12:51,1.67
20241215 19:12:51,7.32
20241215 19:12:51,7.64
20241215 19:12:51,0.77
20241215 19:12:51,0.31
20241215 19:12:51,0.88
20241215 19:12:51,0.64
20241215 19:12:51,0.62
20241215 19:12:51,1
20241215 19:12:51,2.39
20241215 19:12:51,0.11
20241215 19:12:51,0.93
20241215 19:12:52,3.38
20241215 19:12:52,2.06
20241215 19:12:52,5.04
20241215 19:12:52,1.8
20241215 19:12:52,2.57
20241215 19:12:52,4.14
20241215 19:12:52,2.66
20241215 19:12:52,0.92
20241215 19:12:52,0.21
20241215 19:12:52,2.91
20241215 19:12:52,1.42
20241215 19:12:52,2.28
20241215 19:12:52,1.03
20241215 19:12:52,4.41
20241215 19:12:52,0.69
20241215 19:12:52,1.56
20241215 19:12:52,0.69
20241215 19:12:52,3.99
20241215 19:12:52,0.19
20241215 19:12:52,2.24
20241215 19:12:52,0.19
20241215 19:12:53,0.13
20241215 19:12:53,0.98
20241215 19:12:53,0.68
20241215 19:12:53,0.58
20241215 19:12:53,0.38
20241215 19:12:53,0.25
20241215 19:12:53,2.93
20241215 19:12:53,3.93
20241215 19:12:53,1.35
20241215 19:12:53,2.2
20241215 19:12:53,3.17
20241215 19:12:53,1.31
20241215 19:12:53,5.74
20241215 19:12:53,0.4
20241215 19:12:53,1.85
20241215 19:12:53,7.84
20241215 19:12:54,0.81
20241215 19:12:54,1.75
20241215 19:12:54,3.65
20241215 19:12:54,0.26
20241215 19:12:54,3.72
20241215 19:12:54,3.34
20241215 19:12:54,0.8
20241215 19:12:54,3.93
20241215 19:12:54,2.15
20241215 19:12:54,0.22
20241215 19:12:54,0.35
20241215 19:12:54,1.55
20241215 19:12:54,0.19
20241215 19:12:54,3.56
20241215 19:12:54,2.02
20241215 19:12:54,2.43
20241215 19:12:54,0.4
20241215 19:12:54,1.4
20241215 19:12:54,0.25
20241215 19:12:54,2.21
20241215 19:12:54,4.03
20241215 19:12:54,0.55
20241215 19:12:54,3.05
20241215 19:12:54,3.02
20241215 19:12:55,0.83
20241215 19:12:55,2.85
20241215 19:12:55,3.45
20241215 19:12:55,0.15
20241215 19:12:55,0.87
20241215 19:12:55,6.03
20241215 19:12:55,7.96
20241215 19:12:55,6.3
20241215 19:12:55,3.82
20241215 19:12:55,0.12
20241215 19:12:55,2.92
20241215 19:12:55,0.97
20241215 19:12:55,0.12
20241215 19:12:55,0.83
20241215 19:12:55,7.4
20241215 19:12:55,4.15
20241215 19:12:55,0.87
20241215 19:12:55,3.92
20241215 19:12:55,1.45
20241215 19:12:55,0.4
20241215 19:12:55,0.27
20241215 19:12:55,2.78
20241215 19:12:55,1.5
20241215 19:12:55,1.57
20241215 19:12:55,2.46
20241215 19:12:55,6.17
20241215 19:12:55,0.63
20241215 19:12:55,3.3
20241215 19:12:55,5.62
20241215 19:12:55,3.36
20241215 19:12:56,0.64
20241215 19:12:56,0.11
20241215 19:12:56,1.1
20241215 19:12:56,3.3
20241215 19:12:56,1.87
20241215 19:12:56,1.24
20241215 19:12:56,1.73
20241215 19:12:56,0.57
20241215 19:12:56,1
20241215 19:12:56,0.39
20241215 19:12:56,1.06
20241215 19:12:56,1.41
20241215 19:12:56,0.1
20241215 19:12:56,1.22
20241215 19:12:56,1.81
20241215 19:12:56,0.37
20241215 19:12:56,3.54
20241215 19:12:56,9.02
20241215 19:12:56,3.16
20241215 19:12:56,9.29
20241215 19:12:57,0.48
20241215 19:12:57,1.36
20241215 19:12:57,0.7
20241215 19:12:57,1.29
20241215 19:12:57,0.48
20241215 19:12:57,1.92
20241215 19:12:57,1.43
20241215 19:12:57,2.26
20241215 19:12:57,0.28
20241215 19:12:57,5.9
20241215 19:12:57,1.63
20241215 19:12:57,3.8
20241215 19:12:57,2.13
20241215 19:12:57,3.63
20241215 19:12:57,1.05
20241215 19:12:57,1.03
20241215 19:12:58,0.55
20241215 19:12:58,1.9
20241215 19:12:58,0.66
20241215 19:12:58,1.02
20241215 19:12:58,0.51
20241215 19:12:58,0.21
20241215 19:12:58,1.72
20241215 19:12:58,4.18
20241215 19:12:58,1.6
20241215 19:12:58,0.37
20241215 19:12:58,0.63
20241215 19:12:58,6.84
20241215 19:12:58,1.12
20241215 19:12:58,0.97
20241215 19:12:58,0.77
20241215 19:12:58,1.37
20241215 19:12:58,2.44
20241215 19:12:58,0.98
20241215 19:12:58,4.51
20241215 19:12:58,0.49
20241215 19:12:58,0.24
20241215 19:12:58,0.69
20241215 19:12:58,0.56
20241215 19:12:58,0.45
20241215 19:12:59,1.17
20241215 19:12:59,0.51
20241215 19:12:59,0.69
20241215 19:12:59,3.86
20241215 19:12:59,0.89
20241215 19:12:59,3.25
20241215 19:12:59,6.97
20241215 19:12:59,2.04
20241215 19:12:59,0.67
20241215 19:12:59,2.01
20241215 19:12:59,0.99
20241215 19:12:59,0.67
20241215 19:12:59,0.18
20241215 19:12:59,0.97
20241215 19:12:59,0.36
20241215 19:12:59,0.35
20241215 19:12:59,0.28
20241215 19:12:59,1.28
20241215 19:13:00,2.87
20241215 19:13:00,2.41
20241215 19:13:00,2.62
20241215 19:13:00,1.28
20241215 19:13:00,1.12
20241215 19:13:00,0.14
20241215 19:13:01,6.46
20241215 19:13:01,2.92
20241215 19:13:01,3.48
20241215 19:13:01,1.19
20241215 19:13:01,4
20241215 19:13:01,0.46
20241215 19:13:01,1.9
20241215 19:13:01,6.63
20241215 19:13:01,1.66
20241215 19:13:01,2.81
20241215 19:13:01,0.11
20241215 19:13:01,2.27
20241215 19:13:01,0.18
20241215 19:13:01,0.82
20241215 19:13:01,3.1
20241215 19:13:01,1.28
20241215 19:13:01,2.84
20241215 19:13:01,1.69
20241215 19:13:01,5.47
20241215 19:13:01,2.35
20241215 19:13:01,1.73
20241215 19:13:01,2.38
20241215 19:13:02,3.84
20241215 19:13:02,2.13
20241215 19:13:02,6.81
20241215 19:13:02,0.28
20241215 19:13:02,0.98
20241215 19:13:02,3.06
20241215 19:13:02,0.13
20241215 19:13:02,3.92
20241215 19:13:02,6.53
20241215 19:13:02,2.25
20241215 19:13:02,4.88
20241215 19:13:02,0.24
20241215 19:13:02,6.41
20241215 19:13:03,1.06
20241215 19:13:03,2.13
20241215 19:13:03,3.1
20241215 19:13:03,0.8
20241215 19:13:03,2.17
20241215 19:13:03,0.96
20241215 19:13:03,1.58
20241215 19:13:03,7.49
20241215 19:13:03,1.36
20241215 19:13:03,0.97
20241215 19:13:03,1
20241215 19:13:03,0.14
20241215 19:13:03,1.57
20241215 19:13:03,0.84
20241215 19:13:03,2.35
20241215 19:13:03,2.46
20241215 19:13:03,3.11
20241215 19:13:03,2.84
20241215 19:13:04,7.54
20241215 19:13:04,2.13
20241215 19:13:04,8.52
20241215 19:13:04,4.4
20241215 19:13:04,9.44
20241215 19:13:04,7.31
20241215 19:13:04,2.49
20241215 19:13:04,0.69
20241215 19:13:04,7.63
20241215 19:13:04,0.13
20241215 19:13:04,4.65
20241215 19:13:04,1.17
20241215 19:13:04,0.74
20241215 19:13:04,12.78
20241215 19:13:04,0.78
20241215 19:13:04,1.84
20241215 19:13:04,2.16
20241215 19:13:04,1.36
20241215 19:13:04,3.46
20241215 19:13:04,0.16
20241215 19:13:05,0.95
20241215 19:13:05,3.06
20241215 19:13:05,1.78
20241215 19:13:05,11.52
20241215 19:13:05,10.3
20241215 19:13:05,4.66
20241215 19:13:05,1.07
20241215 19:13:05,5.75
20241215 19:13:05,7.26
20241215 19:13:05,2.98
20241215 19:13:05,4.27
20241215 19:13:05,5.84
20241215 19:13:05,1.11
20241215 19:13:05,2.42
20241215 19:13:05,0.22
20241215 19:13:05,0.36
20241215 19:13:05,1.29
20241215 19:13:05,4.79
20241215 19:13:05,0.31
20241215 19:13:05,1.24
20241215 19:13:05,1.84
20241215 19:13:06,1.96
20241215 19:13:06,2.15
20241215 19:13:06,1.7
20241215 19:13:06,0.91
20241215 19:13:06,3.31
20241215 19:13:06,3.67
20241215 19:13:06,1.45
20241215 19:13:06,0.14
20241215 19:13:06,1.01
20241215 19:13:06,3.11
20241215 19:13:06,2.8
20241215 19:13:06,1.74
20241215 19:13:06,3.05
20241215 19:13:06,3.63
20241215 19:13:06,2.44
20241215 19:13:07,1.85
20241215 19:13:07,3.23
20241215 19:13:07,0.34
20241215 19:13:07,0.24
20241215 19:13:07,2.74
20241215 19:13:07,1.32
20241215 19:13:07,0.13
20241215 19:13:07,0.88
20241215 19:13:07,9.17
20241215 19:13:07,0.69
20241215 19:13:07,0.89
20241215 19:13:07,3.95
20241215 19:13:07,4.8
20241215 19:13:07,0.91
20241215 19:13:07,1.28
20241215 19:13:07,0.86
20241215 19:13:07,0.61
20241215 19:13:08,1.92
20241215 19:13:08,1.28
20241215 19:13:08,3.71
20241215 19:13:08,0.53
20241215 19:13:08,6
20241215 19:13:08,0.16
20241215 19:13:08,1.56
20241215 19:13:08,9.97
20241215 19:13:08,1.59
20241215 19:13:08,1.63
20241215 19:13:08,1.41
20241215 19:13:08,0.98
20241215 19:13:08,2.8
20241215 19:13:08,1.16
20241215 19:13:08,1.13
20241215 19:13:08,1.11
20241215 19:13:08,2.75
20241215 19:13:08,3.78
20241215 19:13:09,0.21
20241215 19:13:09,2.29
20241215 19:13:09,6.59
20241215 19:13:09,3.21
20241215 19:13:09,2.81
20241215 19:13:09,1.41
20241215 19:13:09,0.53
20241215 19:13:09,1.4
20241215 19:13:09,0.18
20241215 19:13:09,4.72
20241215 19:13:09,0.86
20241215 19:13:09,6.99
20241215 19:13:09,3.49
20241215 19:13:09,4.24
20241215 19:13:09,0.14
20241215 19:13:09,1.66
20241215 19:13:09,1.21
20241215 19:13:09,0.66
20241215 19:13:09,0.63
20241215 19:13:09,0.38
20241215 19:13:09,2.22
20241215 19:13:09,1.11
20241215 19:13:09,0.21
20241215 19:13:09,1.33
20241215 19:13:10,2.19
20241215 19:13:10,5.43
20241215 19:13:10,2.25
20241215 19:13:10,1.68
20241215 19:13:10,0.11
20241215 19:13:10,4.06
20241215 19:13:10,1.41
20241215 19:13:10,0.35
20241215 19:13:10,1.59
20241215 19:13:10,0.6
20241215 19:13:10,4.15
20241215 19:13:10,5.99
20241215 19:13:10,10.1
20241215 19:13:11,0.78
20241215 19:13:11,6.11
20241215 19:13:11,0.21
20241215 19:13:11,0.46
20241215 19:13:11,9.18
20241215 19:13:11,1.29
20241215 19:13:11,0.83
20241215 19:13:11,0.65
20241215 19:13:11,1.89
20241215 19:13:11,7.43
20241215 19:13:11,8.56
20241215 19:13:11,1.18
20241215 19:13:11,3.66
20241215 19:13:11,2.48
20241215 19:13:11,1.92
20241215 19:13:11,5.06
20241215 19:13:11,1.37
20241215 19:13:11,3.42
20241215 19:13:11,2.22
20241215 19:13:12,0.18
20241215 19:13:12,1.04
20241215 19:13:12,0.21
20241215 19:13:12,6.05
20241215 19:13:12,1.14
20241215 19:13:12,3.29
20241215 19:13:12,2.18
20241215 19:13:12,0.42
20241215 19:13:12,7.21
20241215 19:13:12,4.91
20241215 19:13:12,1.74
20241215 19:13:12,0.68
20241215 19:13:12,1.31
20241215 19:13:12,1.45
20241215 19:13:12,2.77
20241215 19:13:12,6.72
20241215 19:13:12,2.45
20241215 19:13:12,1.61
20241215 19:13:12,4.03
20241215 19:13:13,2.26
20241215 19:13:13,0.67
20241215 19:13:13,1.09
20241215 19:13:13,4.33
20241215 19:13:13,2.63
20241215 19:13:13,0.97
20241215 19:13:13,0.65
20241215 19:13:13,8.07
20241215 19:13:13,3.26
20241215 19:13:13,1.65
20241215 19:13:13,0.67
20241215 19:13:13,0.9
20241215 19:13:13,1.23
20241215 19:13:13,6.11
20241215 19:13:13,1.97
20241215 19:13:13,1
20241215 19:13:13,10.4
20241215 19:13:14,0.29
20241215 19:13:14,0.26
20241215 19:13:14,5.96
20241215 19:13:14,0.64
20241215 19:13:14,1.09
20241215 19:13:14,7.94
20241215 19:13:14,1.27
20241215 19:13:14,2.95
20241215 19:13:14,2.03
20241215 19:13:14,4.14
20241215 19:13:14,1.42
20241215 19:13:14,3.5
20241215 19:13:14,11.85
20241215 19:13:14,1.63
20241215 19:13:14,2.91
20241215 19:13:14,2.9
20241215 19:13:14,0.94
20241215 19:13:14,1.91
20241215 19:13:14,3.06
20241215 19:13:15,1.01
20241215 19:13:15,0.25
20241215 19:13:15,1.16
20241215 19:13:15,9.37
20241215 19:13:15,1.36
20241215 19:13:15,1.22
20241215 19:13:15,0.33
20241215 19:13:15,3.83
20241215 19:13:15,0.29
20241215 19:13:15,4.55
20241215 19:13:15,3.18
20241215 19:13:15,0.27
20241215 19:13:15,2.64
20241215 19:13:15,1.86
20241215 19:13:16,2.11
20241215 19:13:16,1.01
20241215 19:13:16,4.32
20241215 19:13:16,1.65
20241215 19:13:16,7.09
20241215 19:13:16,1.95
20241215 19:13:16,3.29
20241215 19:13:16,0.26
20241215 19:13:16,4.63
20241215 19:13:16,0.18
20241215 19:13:16,5.3
20241215 19:13:16,3.32
20241215 19:13:16,4.48
20241215 19:13:16,0.35
20241215 19:13:16,0.41
20241215 19:13:16,0.74
20241215 19:13:17,0.48
20241215 19:13:17,4.09
20241215 19:13:17,0.14
20241215 19:13:17,0.43
20241215 19:13:17,2.7
20241215 19:13:17,2.86
20241215 19:13:17,2.95
20241215 19:13:17,10.17
20241215 19:13:17,3.17
20241215 19:13:17,0.13
20241215 19:13:17,1.77
20241215 19:13:17,1.42
20241215 19:13:17,0.86
20241215 19:13:17,0.1
20241215 19:13:17,0.26
20241215 19:13:17,0.65
20241215 19:13:17,1.12
20241215 19:13:17,0.95
20241215 19:13:17,1.44
20241215 19:13:17,1.71
20241215 19:13:17,0.67
20241215 19:13:17,10.71
20241215 19:13:17,1.83
20241215 19:13:18,2.64
20241215 19:13:18,2.46
20241215 19:13:18,4.46
20241215 19:13:18,0.4
20241215 19:13:18,0.43
20241215 19:13:18,2.2
20241215 19:13:18,0.66
20241215 19:13:18,2.85
20241215 19:13:18,6.73
20241215 19:13:18,7.49
20241215 19:13:18,1.93
20241215 19:13:18,1.25
20241215 19:13:18,0.45
20241215 19:13:18,1.95
20241215 19:13:18,0.36
20241215 19:13:19,3.49
20241215 19:13:19,1.26
20241215 19:13:19,3.82
20241215 19:13:19,1.86
20241215 19:13:19,5.68
20241215 19:13:19,1.03
20241215 19:13:19,0.48
20241215 19:13:19,0.25
20241215 19:13:19,0.24
20241215 19:13:19,0.62
20241215 19:13:19,2.58
20241215 19:13:20,0.83
20241215 19:13:20,0.47
20241215 19:13:20,1
20241215 19:13:20,2.26
20241215 19:13:20,1.58
20241215 19:13:20,1.45
20241215 19:13:20,0.86
20241215 19:13:20,0.55
20241215 19:13:20,8.56
20241215 19:13:20,4.38
20241215 19:13:20,0.18
20241215 19:13:20,2.09
20241215 19:13:20,2.98
20241215 19:13:20,2.66
20241215 19:13:20,1.65
20241215 19:13:20,2.34
20241215 19:13:20,3.93
20241215 19:13:21,3.79
20241215 19:13:21,0.76
20241215 19:13:21,1.72
20241215 19:13:21,0.65
20241215 19:13:21,7.14
20241215 19:13:21,0.62
20241215 19:13:21,0.52
20241215 19:13:21,1.72
20241215 19:13:21,0.66
20241215 19:13:21,5.04
20241215 19:13:21,3.6
20241215 19:13:21,0.42
20241215 19:13:21,8.41
20241215 19:13:21,2.27
20241215 19:13:21,1.61
20241215 19:13:21,0.89
20241215 19:13:21,2.29
20241215 19:13:21,1.2
20241215 19:13:21,1.75
20241215 19:13:21,2.09
20241215 19:13:21,0.31
20241215 19:13:21,1.66
20241215 19:13:21,2.74
20241215 19:13:21,1.31
20241215 19:13:21,3.52
20241215 19:13:22,0.84
20241215 19:13:22,0.92
20241215 19:13:22,0.83
20241215 19:13:22,0.51
20241215 19:13:22,6.06
20241215 19:13:22,0.2
20241215 19:13:22,3.08
20241215 19:13:22,4.1
20241215 19:13:22,1.94
20241215 19:13:22,3.73
20241215 19:13:22,0.83
20241215 19:13:22,1.46
20241215 19:13:22,1.64
20241215 19:13:22,2.58
20241215 19:13:22,4.24
20241215 19:13:22,1.53
20241215 19:13:22,1.28
20241215 19:13:22,1.96
20241215 19:13:22,0.36
20241215 19:13:23,0.4
20241215 19:13:23,3.81
20241215 19:13:23,1.54
20241215 19:13:23,3.04
20241215 19:13:23,0.37
20241215 19:13:23,0.18
20241215 19:13:23,0.22
20241215 19:13:23,1.56
20241215 19:13:23,2.26
20241215 19:13:23,1.63
20241215 19:13:23,2.42
20241215 19:13:23,2.93
20241215 19:13:23,5.97
20241215 19:13:23,3.86
20241215 19:13:24,0.15
20241215 19:13:24,1.54
20241215 19:13:24,0.31
20241215 19:13:24,1.85
20241215 19:13:24,3.32
20241215 19:13:24,0.18
20241215 19:13:24,0.41
20241215 19:13:24,2.35
20241215 19:13:24,2.6
20241215 19:13:24,3.55
20241215 19:13:24,3.3
20241215 19:13:24,3.87
20241215 19:13:24,2.87
20241215 19:13:24,2.62
20241215 19:13:24,1.68
20241215 19:13:24,1.82
20241215 19:13:24,4.21
20241215 19:13:24,3.54
20241215 19:13:24,10.11
20241215 19:13:24,0.21
20241215 19:13:25,6.71
20241215 19:13:25,0.46
20241215 19:13:25,2.45
20241215 19:13:25,1.12
20241215 19:13:25,2
20241215 19:13:25,1.33
20241215 19:13:25,0.5
20241215 19:13:25,2.87
20241215 19:13:25,0.27
20241215 19:13:25,1.26
20241215 19:13:25,3.4
20241215 19:13:25,0.42
20241215 19:13:25,2.46
20241215 19:13:25,1.08
20241215 19:13:25,0.88
20241215 19:13:26,1.57
20241215 19:13:26,0.81
20241215 19:13:26,1.19
20241215 19:13:26,3.39
20241215 19:13:26,0.28
20241215 19:13:26,0.7
20241215 19:13:26,0.73
20241215 19:13:26,2.93
20241215 19:13:26,4.28
20241215 19:13:26,0.48
20241215 19:13:26,1.11
20241215 19:13:26,2.37
20241215 19:13:26,1.19
20241215 19:13:26,4.03
20241215 19:13:26,4.05
20241215 19:13:26,1.51
20241215 19:13:26,0.54
20241215 19:13:26,3.72
20241215 19:13:27,3.11
20241215 19:13:27,2.12
20241215 19:13:27,1.93
20241215 19:13:27,7.81
20241215 19:13:27,0.44
20241215 19:13:27,6.73
20241215 19:13:27,2.11
20241215 19:13:27,1.45
20241215 19:13:27,6.94
20241215 19:13:27,1.19
20241215 19:13:27,0.53
20241215 19:13:27,0.54
20241215 19:13:27,2.4
20241215 19:13:27,1.04
20241215 19:13:27,0.54
20241215 19:13:27,5.71
20241215 19:13:27,1.75
20241215 19:13:27,1.39
20241215 19:13:27,0.62
20241215 19:13:27,6.31
20241215 19:13:27,1.84
20241215 19:13:27,4.77
20241215 19:13:28,3.91
20241215 19:13:28,1.21
20241215 19:13:28,2.46
20241215 19:13:28,1.59
20241215 19:13:28,1.71
20241215 19:13:28,0.94
20241215 19:13:28,0.75
20241215 19:13:28,1.74
20241215 19:13:28,2.78
20241215 19:13:28,0.3
20241215 19:13:28,0.61
20241215 19:13:28,1.95
20241215 19:13:28,0.97
20241215 19:13:28,2.08
20241215 19:13:28,0.13
20241215 19:13:28,0.32
20241215 19:13:29,4.89
20241215 19:13:29,0.39
20241215 19:13:29,0.76
20241215 19:13:29,0.45
20241215 19:13:29,1.12
20241215 19:13:29,0.8
20241215 19:13:29,0.78
20241215 19:13:29,10.27
20241215 19:13:29,0.93
20241215 19:13:29,3.64
20241215 19:13:29,2.61
20241215 19:13:29,0.79
20241215 19:13:29,0.17
20241215 19:13:29,0.15
20241215 19:13:29,1.98
20241215 19:13:30,2.46
20241215 19:13:30,3.22
