μ子数据
开始时间,19:01:39
20231105 19:11:38,0.53
20231105 19:11:38,5.21
20231105 19:11:38,1.62
20231105 19:11:38,2.81
20231105 19:11:38,0.9
20231105 19:11:38,7.16
20231105 19:11:38,1.27
20231105 19:11:38,0.14
20231105 19:11:38,2.34
20231105 19:11:39,3.07
20231105 19:11:39,0.19
20231105 19:11:39,1.92
20231105 19:11:39,0.59
20231105 19:11:39,0.82
20231105 19:11:39,1.71
20231105 19:11:39,2.21
20231105 19:11:39,1.49
20231105 19:11:39,0.74
20231105 19:11:39,9.34
20231105 19:11:39,1.08
20231105 19:11:39,2.04
20231105 19:11:39,0.11
20231105 19:11:39,3.15
20231105 19:11:39,1.85
20231105 19:11:40,8.7
20231105 19:11:40,1.46
20231105 19:11:40,1.04
20231105 19:11:40,5.02
20231105 19:11:40,1.08
20231105 19:11:40,4.07
20231105 19:11:40,1.49
20231105 19:11:40,0.39
20231105 19:11:40,0.5
20231105 19:11:40,0.12
20231105 19:11:40,4.27
20231105 19:11:40,0.68
20231105 19:11:40,0.88
20231105 19:11:40,0.57
20231105 19:11:40,0.62
20231105 19:11:40,3.36
20231105 19:11:40,0.27
20231105 19:11:40,8
20231105 19:11:40,0.86
20231105 19:11:40,0.76
20231105 19:11:41,5.78
20231105 19:11:41,5.16
20231105 19:11:41,0.61
20231105 19:11:41,1.87
20231105 19:11:41,0.49
20231105 19:11:41,1.13
20231105 19:11:41,2.85
20231105 19:11:41,0.2
20231105 19:11:41,1.21
20231105 19:11:41,1.25
20231105 19:11:41,8.1
20231105 19:11:41,1.58
20231105 19:11:41,1.05
20231105 19:11:41,4.23
20231105 19:11:41,0.69
20231105 19:11:41,0.44
20231105 19:11:41,2.04
20231105 19:11:41,3.11
20231105 19:11:41,6.28
20231105 19:11:41,0.52
20231105 19:11:42,5.89
20231105 19:11:42,0.95
20231105 19:11:42,2.15
20231105 19:11:42,1.8
20231105 19:11:42,0.67
20231105 19:11:42,0.29
20231105 19:11:42,0.39
20231105 19:11:42,0.36
20231105 19:11:42,0.14
20231105 19:11:42,2.67
20231105 19:11:42,2.58
20231105 19:11:42,10.46
20231105 19:11:42,1.67
20231105 19:11:42,1.21
20231105 19:11:42,1.24
20231105 19:11:42,2.68
20231105 19:11:42,2.2
20231105 19:11:43,0.57
20231105 19:11:43,2.24
20231105 19:11:43,3.53
20231105 19:11:43,7.3
20231105 19:11:43,0.69
20231105 19:11:43,6.88
20231105 19:11:43,3.29
20231105 19:11:43,1.37
20231105 19:11:43,2.14
20231105 19:11:43,1
20231105 19:11:43,8.95
20231105 19:11:43,0.66
20231105 19:11:43,0.27
20231105 19:11:43,2.08
20231105 19:11:43,2.39
20231105 19:11:43,2.38
20231105 19:11:43,1.51
20231105 19:11:44,0.44
20231105 19:11:44,1.17
20231105 19:11:44,7.85
20231105 19:11:44,1.87
20231105 19:11:44,4.51
20231105 19:11:44,0.64
20231105 19:11:44,0.48
20231105 19:11:44,1.7
20231105 19:11:44,5.52
20231105 19:11:44,3.03
20231105 19:11:44,4.07
20231105 19:11:44,1.54
20231105 19:11:45,5.08
20231105 19:11:45,1.14
20231105 19:11:45,1.13
20231105 19:11:45,0.94
20231105 19:11:45,2.47
20231105 19:11:45,3.5
20231105 19:11:45,7.49
20231105 19:11:45,8.54
20231105 19:11:45,3.96
20231105 19:11:45,0.17
20231105 19:11:45,7.61
20231105 19:11:45,2.4
20231105 19:11:45,5.41
20231105 19:11:45,1.73
20231105 19:11:45,0.2
20231105 19:11:45,1.04
20231105 19:11:45,0.14
20231105 19:11:45,1.09
20231105 19:11:45,3.75
20231105 19:11:46,3.25
20231105 19:11:46,0.18
20231105 19:11:46,3.3
20231105 19:11:46,0.11
20231105 19:11:46,2.14
20231105 19:11:46,4.67
20231105 19:11:46,3.53
20231105 19:11:46,2.75
20231105 19:11:46,0.48
20231105 19:11:46,0.25
20231105 19:11:46,9.44
20231105 19:11:46,3.51
20231105 19:11:46,6.25
20231105 19:11:46,1.68
20231105 19:11:46,0.68
20231105 19:11:46,0.47
20231105 19:11:46,0.57
20231105 19:11:47,3.69
20231105 19:11:47,0.52
20231105 19:11:47,1.71
20231105 19:11:47,9.14
20231105 19:11:47,6.89
20231105 19:11:47,3.9
20231105 19:11:47,2.09
20231105 19:11:47,1.31
20231105 19:11:47,1.42
20231105 19:11:47,2.93
20231105 19:11:47,13.11
20231105 19:11:47,0.93
20231105 19:11:47,0.11
20231105 19:11:47,0.62
20231105 19:11:47,1.4
20231105 19:11:47,2.45
20231105 19:11:48,7.52
20231105 19:11:48,0.42
20231105 19:11:48,1.15
20231105 19:11:48,1.17
20231105 19:11:48,0.26
20231105 19:11:48,0.9
20231105 19:11:48,3.06
20231105 19:11:48,2.74
20231105 19:11:48,0.89
20231105 19:11:48,2.84
20231105 19:11:48,0.15
20231105 19:11:48,4.52
20231105 19:11:48,1.61
20231105 19:11:48,0.52
20231105 19:11:48,6.68
20231105 19:11:48,2.05
20231105 19:11:49,0.5
20231105 19:11:49,1.23
20231105 19:11:49,0.54
20231105 19:11:49,0.79
20231105 19:11:49,14.35
20231105 19:11:49,3.45
20231105 19:11:49,11.9
20231105 19:11:49,2.19
20231105 19:11:49,2.88
20231105 19:11:49,2.7
20231105 19:11:49,2.96
20231105 19:11:49,2.78
20231105 19:11:49,2.59
20231105 19:11:49,0.63
20231105 19:11:49,0.56
20231105 19:11:49,7.84
20231105 19:11:49,1.81
20231105 19:11:49,4.56
20231105 19:11:49,1.16
20231105 19:11:49,1.83
20231105 19:11:50,1.69
20231105 19:11:50,3.01
20231105 19:11:50,5.7
20231105 19:11:50,0.28
20231105 19:11:50,5.47
20231105 19:11:50,3.45
20231105 19:11:50,0.33
20231105 19:11:50,0.32
20231105 19:11:50,0.78
20231105 19:11:50,0.59
20231105 19:11:50,0.37
20231105 19:11:50,3.12
20231105 19:11:50,1.35
20231105 19:11:50,3.8
20231105 19:11:50,1.42
20231105 19:11:50,1.43
20231105 19:11:50,3.24
20231105 19:11:51,2.04
20231105 19:11:51,0.14
20231105 19:11:51,0.44
20231105 19:11:51,1.82
20231105 19:11:51,1.63
20231105 19:11:51,2.83
20231105 19:11:51,1.64
20231105 19:11:51,0.94
20231105 19:11:51,3.97
20231105 19:11:51,0.8
20231105 19:11:51,5.58
20231105 19:11:51,1.64
20231105 19:11:51,0.95
20231105 19:11:51,9.48
20231105 19:11:51,3.08
20231105 19:11:51,2.89
20231105 19:11:52,2.09
20231105 19:11:52,4.92
20231105 19:11:52,3.21
20231105 19:11:52,0.81
20231105 19:11:52,0.82
20231105 19:11:52,1.65
20231105 19:11:52,0.3
20231105 19:11:52,3.13
20231105 19:11:52,1.69
20231105 19:11:52,2.08
20231105 19:11:52,4.58
20231105 19:11:52,3.32
20231105 19:11:52,3.07
20231105 19:11:52,0.35
20231105 19:11:52,2.91
20231105 19:11:53,0.93
20231105 19:11:53,6.54
20231105 19:11:53,11.79
20231105 19:11:53,2.35
20231105 19:11:53,3.21
20231105 19:11:53,2.4
20231105 19:11:53,0.21
20231105 19:11:53,0.34
20231105 19:11:53,1.84
20231105 19:11:53,0.15
20231105 19:11:53,2.37
20231105 19:11:53,1.46
20231105 19:11:53,0.97
20231105 19:11:53,0.68
20231105 19:11:53,7.35
20231105 19:11:53,0.2
20231105 19:11:53,0.25
20231105 19:11:53,0.27
20231105 19:11:53,2.45
20231105 19:11:53,1.15
20231105 19:11:53,1.33
20231105 19:11:54,4.54
20231105 19:11:54,0.55
20231105 19:11:54,0.35
20231105 19:11:54,0.52
20231105 19:11:54,1.22
20231105 19:11:54,1.66
20231105 19:11:54,3.23
20231105 19:11:54,10.71
20231105 19:11:54,0.85
20231105 19:11:54,2.11
20231105 19:11:54,2.04
20231105 19:11:55,0.31
20231105 19:11:55,2.42
20231105 19:11:55,2.55
20231105 19:11:55,2.47
20231105 19:11:55,3.37
20231105 19:11:55,0.13
20231105 19:11:55,1.68
20231105 19:11:55,1.06
20231105 19:11:55,1.06
20231105 19:11:55,0.93
20231105 19:11:55,2.68
20231105 19:11:55,3.8
20231105 19:11:55,2.92
20231105 19:11:55,4.93
20231105 19:11:55,1.1
20231105 19:11:56,1.24
20231105 19:11:56,1.67
20231105 19:11:56,4.32
20231105 19:11:56,6.99
20231105 19:11:56,4.02
20231105 19:11:56,7.03
20231105 19:11:56,2.8
20231105 19:11:56,0.12
20231105 19:11:56,8.41
20231105 19:11:56,3.82
20231105 19:11:56,1.84
20231105 19:11:56,1.84
20231105 19:11:56,3.7
20231105 19:11:56,1.71
20231105 19:11:56,4.52
20231105 19:11:56,4.71
20231105 19:11:56,1.89
20231105 19:11:57,1.83
20231105 19:11:57,0.72
20231105 19:11:57,0.2
20231105 19:11:57,4.26
20231105 19:11:57,1.72
20231105 19:11:57,1.23
20231105 19:11:57,5.14
20231105 19:11:57,0.52
20231105 19:11:57,1.36
20231105 19:11:57,1.11
20231105 19:11:58,1.28
20231105 19:11:58,2.81
20231105 19:11:58,1.24
20231105 19:11:58,2.62
20231105 19:11:58,1.54
20231105 19:11:58,0.23
20231105 19:11:58,3.6
20231105 19:11:58,3.13
20231105 19:11:58,0.71
20231105 19:11:58,1.59
20231105 19:11:58,1.89
20231105 19:11:58,0.97
20231105 19:11:58,9.87
20231105 19:11:58,3.82
20231105 19:11:58,0.59
20231105 19:11:58,1.29
20231105 19:11:58,16.43
20231105 19:11:58,3.15
20231105 19:11:59,1.95
20231105 19:11:59,0.96
20231105 19:11:59,1.27
20231105 19:11:59,0.18
20231105 19:11:59,4.34
20231105 19:11:59,0.68
20231105 19:11:59,2.38
20231105 19:11:59,1.07
20231105 19:11:59,0.21
20231105 19:11:59,5.02
20231105 19:11:59,0.97
20231105 19:12:00,0.39
20231105 19:12:00,0.32
20231105 19:12:00,0.2
20231105 19:12:00,1.13
20231105 19:12:00,2.36
20231105 19:12:00,1.33
20231105 19:12:00,0.44
20231105 19:12:00,0.4
20231105 19:12:00,1.57
20231105 19:12:00,1.2
20231105 19:12:00,1.37
20231105 19:12:00,1.75
20231105 19:12:00,3.33
20231105 19:12:00,0.66
20231105 19:12:00,0.11
20231105 19:12:00,2.37
20231105 19:12:00,2.84
20231105 19:12:00,3.56
20231105 19:12:00,6.18
20231105 19:12:00,1.04
20231105 19:12:00,0.32
20231105 19:12:01,1.68
20231105 19:12:01,0.85
20231105 19:12:01,0.27
20231105 19:12:01,2.81
20231105 19:12:01,1.62
20231105 19:12:01,8.68
20231105 19:12:01,2.92
20231105 19:12:01,0.2
20231105 19:12:01,1
20231105 19:12:01,0.85
20231105 19:12:01,0.61
20231105 19:12:01,0.27
20231105 19:12:01,0.56
20231105 19:12:01,1.08
20231105 19:12:01,1.11
20231105 19:12:01,2.24
20231105 19:12:01,0.44
20231105 19:12:01,3.53
20231105 19:12:01,0.64
20231105 19:12:01,1.31
20231105 19:12:01,0.12
20231105 19:12:01,0.33
20231105 19:12:02,3.28
20231105 19:12:02,0.39
20231105 19:12:02,0.55
20231105 19:12:02,0.48
20231105 19:12:02,1.96
20231105 19:12:02,1.95
20231105 19:12:02,0.32
20231105 19:12:02,1.66
20231105 19:12:02,0.48
20231105 19:12:02,0.19
20231105 19:12:02,0.67
20231105 19:12:02,0.38
20231105 19:12:02,3.99
20231105 19:12:02,0.25
20231105 19:12:02,0.52
20231105 19:12:02,7.64
20231105 19:12:02,3.14
20231105 19:12:02,7.43
20231105 19:12:02,2.12
20231105 19:12:02,1.29
20231105 19:12:02,0.97
20231105 19:12:02,1.4
20231105 19:12:02,0.26
20231105 19:12:02,1.21
20231105 19:12:03,1.54
20231105 19:12:03,2.51
20231105 19:12:03,2.15
20231105 19:12:03,2.15
20231105 19:12:03,0.47
20231105 19:12:03,5.79
20231105 19:12:03,1.13
20231105 19:12:03,0.73
20231105 19:12:03,0.22
20231105 19:12:03,6.46
20231105 19:12:03,3.5
20231105 19:12:03,5.65
20231105 19:12:03,4.05
20231105 19:12:03,1.52
20231105 19:12:03,1.39
20231105 19:12:03,1.61
20231105 19:12:03,0.25
20231105 19:12:03,0.75
20231105 19:12:03,2.72
20231105 19:12:03,1.72
20231105 19:12:03,1.82
20231105 19:12:03,2.27
20231105 19:12:03,0.41
20231105 19:12:03,1.13
20231105 19:12:04,3.28
20231105 19:12:04,4.38
20231105 19:12:04,7.85
20231105 19:12:04,0.91
20231105 19:12:04,1.18
20231105 19:12:04,1.9
20231105 19:12:04,0.61
20231105 19:12:04,5.25
20231105 19:12:04,0.88
20231105 19:12:04,0.74
20231105 19:12:04,2.09
20231105 19:12:04,0.99
20231105 19:12:04,2.22
20231105 19:12:04,12.34
20231105 19:12:04,2.04
20231105 19:12:04,2.7
20231105 19:12:04,0.56
20231105 19:12:04,0.47
20231105 19:12:04,1.09
20231105 19:12:04,0.26
20231105 19:12:04,1.39
20231105 19:12:04,5.45
20231105 19:12:04,1.9
20231105 19:12:04,5.54
20231105 19:12:04,0.12
20231105 19:12:05,2.62
20231105 19:12:05,10.92
20231105 19:12:05,1.19
20231105 19:12:05,5.83
20231105 19:12:05,3.76
20231105 19:12:05,0.44
20231105 19:12:05,0.4
20231105 19:12:05,3.25
20231105 19:12:05,0.72
20231105 19:12:05,6.26
20231105 19:12:05,3.43
20231105 19:12:05,3.72
20231105 19:12:05,1.78
20231105 19:12:05,0.46
20231105 19:12:05,5.93
20231105 19:12:05,4.05
20231105 19:12:05,1.75
20231105 19:12:05,1.35
20231105 19:12:05,0.24
20231105 19:12:05,1.7
20231105 19:12:05,4.86
20231105 19:12:05,3.57
20231105 19:12:06,2.52
20231105 19:12:06,3.11
20231105 19:12:06,3.69
20231105 19:12:06,0.77
20231105 19:12:06,1.96
20231105 19:12:06,1.46
20231105 19:12:06,3.76
20231105 19:12:06,0.15
20231105 19:12:06,0.59
20231105 19:12:06,0.7
20231105 19:12:06,0.93
20231105 19:12:06,1.58
20231105 19:12:06,0.25
20231105 19:12:06,2.39
20231105 19:12:06,0.5
20231105 19:12:06,0.22
20231105 19:12:06,0.51
20231105 19:12:06,0.66
20231105 19:12:06,3.57
20231105 19:12:06,10.18
20231105 19:12:07,7.93
20231105 19:12:07,1.37
20231105 19:12:07,1.18
20231105 19:12:07,8.73
20231105 19:12:07,1.37
20231105 19:12:07,0.83
20231105 19:12:07,2.09
20231105 19:12:07,0.49
20231105 19:12:07,1.76
20231105 19:12:07,2.38
20231105 19:12:07,2.83
20231105 19:12:07,3.24
20231105 19:12:07,2.98
20231105 19:12:07,2.87
20231105 19:12:07,2.14
20231105 19:12:07,0.44
20231105 19:12:07,2.48
20231105 19:12:07,1.55
20231105 19:12:07,0.44
20231105 19:12:07,2.61
20231105 19:12:07,10.76
20231105 19:12:07,0.55
20231105 19:12:08,2.8
20231105 19:12:08,0.95
20231105 19:12:08,0.58
20231105 19:12:08,1.34
20231105 19:12:08,0.19
20231105 19:12:08,1.86
20231105 19:12:08,0.64
20231105 19:12:08,10.65
20231105 19:12:08,0.76
20231105 19:12:08,1.02
20231105 19:12:08,0.78
20231105 19:12:08,0.17
20231105 19:12:08,1.33
20231105 19:12:08,3.09
20231105 19:12:08,5.55
20231105 19:12:08,0.11
20231105 19:12:09,3.11
20231105 19:12:09,0.6
20231105 19:12:09,1.27
20231105 19:12:09,4.86
20231105 19:12:09,0.35
20231105 19:12:09,0.64
20231105 19:12:09,0.89
20231105 19:12:09,0.74
20231105 19:12:09,3.16
20231105 19:12:09,0.23
20231105 19:12:09,1.66
20231105 19:12:09,2.14
20231105 19:12:09,0.33
20231105 19:12:09,1.93
20231105 19:12:10,7.07
20231105 19:12:10,2.85
20231105 19:12:10,0.74
20231105 19:12:10,1.91
20231105 19:12:10,0.9
20231105 19:12:10,3.3
20231105 19:12:10,1.77
20231105 19:12:10,0.49
20231105 19:12:10,3.75
20231105 19:12:10,1.9
20231105 19:12:10,2.6
20231105 19:12:10,10.33
20231105 19:12:10,0.54
20231105 19:12:10,0.15
20231105 19:12:10,2.67
20231105 19:12:10,3.9
20231105 19:12:10,0.55
20231105 19:12:10,2.62
20231105 19:12:10,0.74
20231105 19:12:11,0.41
20231105 19:12:11,7.59
20231105 19:12:11,0.6
20231105 19:12:11,0.64
20231105 19:12:11,5.61
20231105 19:12:11,1.33
20231105 19:12:11,4.27
20231105 19:12:11,2.13
20231105 19:12:12,5.32
20231105 19:12:12,8.23
20231105 19:12:12,1.38
20231105 19:12:12,1.03
20231105 19:12:12,3.22
20231105 19:12:12,1.81
20231105 19:12:12,0.57
20231105 19:12:12,3.94
20231105 19:12:12,0.58
20231105 19:12:12,1.34
20231105 19:12:12,2.94
20231105 19:12:12,2.39
20231105 19:12:12,1.77
20231105 19:12:12,4.17
20231105 19:12:12,2.17
20231105 19:12:13,3.83
20231105 19:12:13,0.1
20231105 19:12:13,2.86
20231105 19:12:13,3
20231105 19:12:13,2.67
20231105 19:12:13,0.55
20231105 19:12:13,5.68
20231105 19:12:13,4.42
20231105 19:12:13,0.1
20231105 19:12:13,1.54
20231105 19:12:13,0.55
20231105 19:12:13,0.8
20231105 19:12:13,0.29
20231105 19:12:13,0.54
20231105 19:12:13,0.11
20231105 19:12:14,0.17
20231105 19:12:14,0.35
20231105 19:12:14,0.77
20231105 19:12:14,3.69
20231105 19:12:14,0.41
20231105 19:12:14,0.93
20231105 19:12:14,7.6
20231105 19:12:14,2.17
20231105 19:12:14,0.45
20231105 19:12:14,3.59
20231105 19:12:14,2.46
20231105 19:12:14,4.91
20231105 19:12:14,0.72
20231105 19:12:14,0.27
20231105 19:12:14,0.91
20231105 19:12:14,0.51
20231105 19:12:14,2.67
20231105 19:12:15,3.98
20231105 19:12:15,2.43
20231105 19:12:15,3.06
20231105 19:12:15,1.91
20231105 19:12:15,2.13
20231105 19:12:15,1.44
20231105 19:12:15,3.19
20231105 19:12:15,1.17
20231105 19:12:15,1.37
20231105 19:12:15,2.24
20231105 19:12:15,6.98
20231105 19:12:15,4
20231105 19:12:15,3.64
20231105 19:12:15,4.56
20231105 19:12:15,0.73
20231105 19:12:15,0.61
20231105 19:12:16,0.47
20231105 19:12:16,1.77
20231105 19:12:16,0.91
20231105 19:12:16,4.78
20231105 19:12:16,1.46
20231105 19:12:16,5.63
20231105 19:12:16,1.12
20231105 19:12:16,3.8
20231105 19:12:16,0.13
20231105 19:12:16,0.92
20231105 19:12:16,3.16
20231105 19:12:16,0.56
20231105 19:12:16,4.64
20231105 19:12:16,0.49
20231105 19:12:16,1.28
20231105 19:12:16,3.16
20231105 19:12:16,2.47
20231105 19:12:16,1.56
20231105 19:12:17,10.63
20231105 19:12:17,4.4
20231105 19:12:17,0.7
20231105 19:12:17,4.71
20231105 19:12:17,1.44
20231105 19:12:17,1.48
20231105 19:12:17,0.61
20231105 19:12:17,1.68
20231105 19:12:17,1.58
20231105 19:12:17,5.17
20231105 19:12:17,3.37
20231105 19:12:17,5.11
20231105 19:12:17,0.6
20231105 19:12:17,1.33
20231105 19:12:17,2.35
20231105 19:12:17,0.52
20231105 19:12:18,0.52
20231105 19:12:18,0.37
20231105 19:12:18,1.24
20231105 19:12:18,6.75
20231105 19:12:18,2.52
20231105 19:12:18,5.29
20231105 19:12:18,0.99
20231105 19:12:18,1.39
20231105 19:12:18,6.58
20231105 19:12:18,0.3
20231105 19:12:18,0.44
20231105 19:12:18,1.5
20231105 19:12:18,0.3
20231105 19:12:18,1
20231105 19:12:18,3.1
20231105 19:12:18,2.21
20231105 19:12:18,2.05
20231105 19:12:18,1.24
20231105 19:12:18,0.2
20231105 19:12:18,0.77
20231105 19:12:19,0.44
20231105 19:12:19,0.44
20231105 19:12:19,0.17
20231105 19:12:19,2.29
20231105 19:12:19,0.55
20231105 19:12:19,3.36
20231105 19:12:19,3.32
20231105 19:12:19,1.55
20231105 19:12:19,0.18
20231105 19:12:19,0.29
20231105 19:12:19,2.67
20231105 19:12:19,2.67
20231105 19:12:19,1.71
20231105 19:12:19,4.98
20231105 19:12:19,0.65
20231105 19:12:19,1.04
20231105 19:12:19,1.25
20231105 19:12:19,2.88
20231105 19:12:19,0.69
20231105 19:12:19,0.54
20231105 19:12:19,0.55
20231105 19:12:20,2.85
20231105 19:12:20,2.11
20231105 19:12:20,0.11
20231105 19:12:20,1.33
20231105 19:12:20,1.47
20231105 19:12:20,0.31
20231105 19:12:20,3.32
20231105 19:12:20,1
20231105 19:12:20,0.42
20231105 19:12:20,1.82
20231105 19:12:20,6.09
20231105 19:12:20,2.19
20231105 19:12:20,0.14
20231105 19:12:20,2.2
20231105 19:12:20,1.77
20231105 19:12:20,0.32
20231105 19:12:20,0.96
20231105 19:12:20,2.73
20231105 19:12:20,8.91
20231105 19:12:21,2.93
20231105 19:12:21,5.53
20231105 19:12:21,1.24
20231105 19:12:21,1.06
20231105 19:12:21,1.59
20231105 19:12:21,1.45
20231105 19:12:21,1.21
20231105 19:12:21,0.9
20231105 19:12:21,4.03
20231105 19:12:21,2.8
20231105 19:12:21,1.63
20231105 19:12:21,1.25
20231105 19:12:21,4.92
20231105 19:12:21,1.23
20231105 19:12:21,0.44
20231105 19:12:22,0.42
20231105 19:12:22,3.99
20231105 19:12:22,3.57
20231105 19:12:22,0.6
20231105 19:12:22,6.94
20231105 19:12:22,3.39
20231105 19:12:22,1.52
20231105 19:12:22,1.23
20231105 19:12:22,1.3
20231105 19:12:22,0.52
20231105 19:12:22,2.1
20231105 19:12:22,4.5
20231105 19:12:22,4.95
20231105 19:12:22,3.28
20231105 19:12:23,1.47
20231105 19:12:23,0.63
20231105 19:12:23,2.34
20231105 19:12:23,1.65
20231105 19:12:23,0.29
20231105 19:12:23,1.14
20231105 19:12:23,8.31
20231105 19:12:23,2.62
20231105 19:12:23,0.79
20231105 19:12:23,2.26
20231105 19:12:23,3.43
20231105 19:12:23,1.46
20231105 19:12:23,4.91
20231105 19:12:23,1.55
20231105 19:12:23,0.42
20231105 19:12:23,8.07
20231105 19:12:23,7.33
20231105 19:12:24,5.69
20231105 19:12:24,0.86
20231105 19:12:24,1.02
20231105 19:12:24,2.54
20231105 19:12:24,1.08
20231105 19:12:24,3.32
20231105 19:12:24,0.37
20231105 19:12:24,3.35
20231105 19:12:24,1.68
20231105 19:12:24,0.79
20231105 19:12:24,0.64
20231105 19:12:24,0.85
20231105 19:12:24,5.36
20231105 19:12:24,2.02
20231105 19:12:24,1.36
20231105 19:12:24,0.45
20231105 19:12:24,2.57
20231105 19:12:24,1.54
20231105 19:12:24,3.07
20231105 19:12:25,0.27
20231105 19:12:25,1.62
20231105 19:12:25,0.38
20231105 19:12:25,1.35
20231105 19:12:25,2.61
20231105 19:12:25,3.17
20231105 19:12:25,0.31
20231105 19:12:25,4.23
20231105 19:12:25,7.89
20231105 19:12:25,1
20231105 19:12:25,0.22
20231105 19:12:25,1.22
20231105 19:12:25,0.65
20231105 19:12:25,5.55
20231105 19:12:25,1.01
20231105 19:12:25,0.54
20231105 19:12:25,0.93
20231105 19:12:25,0.7
20231105 19:12:25,0.43
20231105 19:12:25,0.88
20231105 19:12:25,4.16
20231105 19:12:25,2.46
20231105 19:12:26,1.47
20231105 19:12:26,0.18
20231105 19:12:26,5.85
20231105 19:12:26,0.67
20231105 19:12:26,1.03
20231105 19:12:26,3.43
20231105 19:12:26,1.18
20231105 19:12:26,1.08
20231105 19:12:26,4.61
20231105 19:12:26,0.7
20231105 19:12:26,4.12
20231105 19:12:26,5.99
20231105 19:12:26,3.33
20231105 19:12:26,0.86
20231105 19:12:26,2.95
20231105 19:12:26,2.82
20231105 19:12:26,6.09
20231105 19:12:26,1.57
20231105 19:12:26,2.79
20231105 19:12:27,0.54
20231105 19:12:27,3.57
20231105 19:12:27,1.39
20231105 19:12:27,0.79
20231105 19:12:27,1.49
20231105 19:12:27,1.78
20231105 19:12:27,0.24
20231105 19:12:27,0.22
20231105 19:12:27,0.93
20231105 19:12:27,6.4
20231105 19:12:27,4.89
20231105 19:12:27,0.49
20231105 19:12:27,3.54
20231105 19:12:27,2.93
20231105 19:12:27,0.2
20231105 19:12:27,0.27
20231105 19:12:27,2.22
20231105 19:12:27,0.23
20231105 19:12:27,1.42
20231105 19:12:27,0.96
20231105 19:12:27,0.34
20231105 19:12:27,1.48
20231105 19:12:27,1.73
20231105 19:12:28,1.87
20231105 19:12:28,0.64
20231105 19:12:28,0.24
20231105 19:12:28,2.03
20231105 19:12:28,0.78
20231105 19:12:28,0.73
20231105 19:12:28,1.68
20231105 19:12:28,1.47
20231105 19:12:28,1.35
20231105 19:12:28,2.89
20231105 19:12:28,2.01
20231105 19:12:28,2.79
20231105 19:12:28,2.06
20231105 19:12:28,1.13
20231105 19:12:28,2.52
20231105 19:12:28,3.26
20231105 19:12:29,3.44
20231105 19:12:29,0.43
20231105 19:12:29,0.32
20231105 19:12:29,1.25
20231105 19:12:29,0.79
20231105 19:12:29,1.68
20231105 19:12:29,1.28
20231105 19:12:29,0.6
20231105 19:12:29,0.56
20231105 19:12:29,3.81
20231105 19:12:29,1.49
20231105 19:12:29,4.18
20231105 19:12:29,1
20231105 19:12:29,1.4
20231105 19:12:29,2.49
20231105 19:12:29,0.69
20231105 19:12:29,0.13
20231105 19:12:29,1.24
20231105 19:12:29,0.96
20231105 19:12:29,4.56
20231105 19:12:29,4.18
20231105 19:12:30,0.58
20231105 19:12:30,1.36
20231105 19:12:30,4.56
20231105 19:12:30,3.01
20231105 19:12:30,1.68
20231105 19:12:30,1.6
20231105 19:12:30,1.79
20231105 19:12:30,7.32
20231105 19:12:30,1.99
20231105 19:12:30,1.86
20231105 19:12:30,0.69
20231105 19:12:30,1.9
20231105 19:12:30,0.16
20231105 19:12:30,3.27
20231105 19:12:30,2.02
20231105 19:12:31,1.61
20231105 19:12:31,5.89
20231105 19:12:31,2.13
20231105 19:12:31,3.12
20231105 19:12:31,1.27
20231105 19:12:31,0.56
20231105 19:12:31,1.93
20231105 19:12:31,6.32
20231105 19:12:31,0.32
20231105 19:12:31,1.24
20231105 19:12:31,2
20231105 19:12:31,1.86
20231105 19:12:31,2.73
20231105 19:12:32,0.12
20231105 19:12:32,6.31
20231105 19:12:32,1.14
20231105 19:12:32,0.9
20231105 19:12:32,0.24
20231105 19:12:32,2.17
20231105 19:12:32,1.93
20231105 19:12:32,1.6
20231105 19:12:32,6.4
20231105 19:12:32,1.48
20231105 19:12:32,3.78
20231105 19:12:32,2.41
20231105 19:12:32,5.53
20231105 19:12:32,1.13
20231105 19:12:32,1.49
20231105 19:12:32,3.03
20231105 19:12:32,0.42
20231105 19:12:32,3.08
20231105 19:12:33,2.58
20231105 19:12:33,4.12
20231105 19:12:33,0.36
20231105 19:12:33,2.96
20231105 19:12:33,9.09
20231105 19:12:33,0.63
20231105 19:12:33,0.56
20231105 19:12:33,0.26
20231105 19:12:33,4
20231105 19:12:33,0.43
20231105 19:12:33,3.5
20231105 19:12:33,1.54
20231105 19:12:33,2.93
20231105 19:12:33,1.08
20231105 19:12:33,0.46
20231105 19:12:33,3.27
20231105 19:12:33,0.97
20231105 19:12:33,0.65
20231105 19:12:33,10.14
20231105 19:12:33,2.09
20231105 19:12:33,2.73
20231105 19:12:33,1.88
20231105 19:12:33,1.05
20231105 19:12:33,4.3
20231105 19:12:33,0.34
20231105 19:12:34,2.95
20231105 19:12:34,0.39
20231105 19:12:34,1.14
20231105 19:12:34,0.19
20231105 19:12:34,0.71
20231105 19:12:34,7.65
20231105 19:12:34,0.56
20231105 19:12:34,0.72
20231105 19:12:34,2.46
20231105 19:12:34,2.55
20231105 19:12:34,5.11
20231105 19:12:34,10.63
20231105 19:12:34,1.37
20231105 19:12:34,0.57
20231105 19:12:34,3.58
20231105 19:12:34,1.84
20231105 19:12:34,8.8
20231105 19:12:34,3.17
20231105 19:12:34,0.2
20231105 19:12:34,1.35
